suffix,status
AMJ,Allocated
AMK,Reserved
AML,Reserved
AMM,Allocated
AMN,Allocated
AMO,Allocated
AMP,Allocated
AMQ,Allocated
AMR,Reserved
AMS,Allocated
AMT,Reserved
AMU,Reserved
AMV,Allocated
AMW,Allocated
AMX,Allocated
AMY,Allocated
AMZ,Allocated
ANA,Reserved
ANB,Reserved
ANC,Allocated
AND,Reserved
ANE,Reserved
ANF,Reserved
ANG,Allocated
ANH,Allocated
ANI,Reserved
ANJ,Reserved
ANK,Allocated
ANL,Reserved
ANM,Reserved
ANN,Allocated
ANO,Allocated
ANP,Allocated
ANQ,Allocated
ANR,Reserved
ANS,Allocated
ANT,Allocated
ANU,Allocated
ANV,Allocated
ANW,Reserved
ANX,Allocated
ANY,Reserved
ANZ,Reserved
AOA,Allocated
AOB,Allocated
AOC,Reserved
AOD,Allocated
AOE,Reserved
AOF,Allocated
AOG,Allocated
AOH,Allocated
AOI,Allocated
AOJ,Allocated
AOK,Allocated
AOL,Allocated
AOM,Allocated
AON,Reserved
AOO,Reserved
AOP,Allocated
AOQ,Allocated
AOR,Reserved
AOS,Reserved
AOT,Allocated
AOU,Reserved
AOV,Allocated
AOW,Reserved
AOX,Reserved
AOY,Allocated
AOZ,Allocated
APA,Reserved
APB,Reserved
APC,Allocated
APD,Allocated
APE,Reserved
APF,Allocated
APG,Allocated
APH,Allocated
API,Reserved
APJ,Reserved
APK,Allocated
APL,Allocated
APM,Reserved
APN,Allocated
APO,Allocated
APP,Reserved
APQ,Reserved
APR,Reserved
APS,Allocated
APT,Allocated
APU,Reserved
APV,Reserved
APW,Reserved
APX,Allocated
APY,Allocated
APZ,Allocated
AQA,Allocated
AQB,Reserved
AQC,Allocated
AQD,Reserved
AQE,Allocated
AQF,Allocated
AQG,Reserved
AQH,Allocated
AQI,Reserved
AQJ,Allocated
AQK,Allocated
AQL,Reserved
AQM,Allocated
AQN,Reserved
AQO,Allocated
AQP,Allocated
AQQ,Allocated
AQR,Reserved
AQS,Allocated
AQT,Allocated
AQU,Reserved
AQV,Reserved
AQW,Allocated
AQX,Allocated
AQY,Allocated
AQZ,Allocated
ARA,Allocated
ARB,Reserved
ARC,Allocated
ARD,Allocated
ARE,Reserved
ARF,Allocated
ARG,Reserved
ARH,Allocated
ARI,Reserved
ARJ,Reserved
ARK,Allocated
ARL,Allocated
ARM,Allocated
ARN,Reserved
ARO,Allocated
ARP,Allocated
ARQ,Allocated
ARR,Reserved
ARS,Reserved
ART,Allocated
ARU,Reserved
ARV,Allocated
ARW,Allocated
ARX,Allocated
ARY,Allocated
ARZ,Allocated
ASA,Allocated
ASB,Allocated
ASC,Allocated
ASD,Allocated
ASE,Allocated
ASF,Allocated
ASG,Allocated
ASH,Allocated
ASI,Allocated
ASJ,Allocated
ASK,Reserved
ASL,Allocated
ASM,Reserved
ASN,Allocated
ASO,Allocated
ASP,Allocated
ASQ,Reserved
ASR,Allocated
ASS,Not Allowed
AST,Reserved
ASU,Allocated
ASV,Allocated
ASW,Allocated
ASX,Reserved
ASY,Allocated
ASZ,Allocated
ATA,Allocated
ATB,Allocated
ATC,Allocated
ATD,Allocated
ATE,Allocated
ATF,Reserved
ATG,Allocated
ATH,Reserved
ATI,Allocated
ATJ,Reserved
ATK,Allocated
ATL,Allocated
ATM,Allocated
ATN,Reserved
ATO,Reserved
ATP,Reserved
ATQ,Allocated
ATR,Allocated
ATS,Allocated
ATT,Allocated
ATU,Reserved
ATV,Allocated
ATW,Reserved
ATX,Allocated
ATY,Allocated
ATZ,Allocated
AUA,Allocated
AUB,Reserved
AUC,Reserved
AUD,Reserved
AUE,Allocated
AUF,Allocated
AUG,Allocated
AUH,Reserved
AUI,Allocated
AUJ,Reserved
AUK,Allocated
AUL,Reserved
AUM,Reserved
AUN,Reserved
AUO,Reserved
AUP,Allocated
AUQ,Allocated
AUR,Allocated
AUS,Allocated
AUT,Not Allowed
AUU,Reserved
AUV,Allocated
AUW,Allocated
AUX,Reserved
AUY,Allocated
AUZ,Reserved
AVA,Allocated
AVB,Reserved
AVC,Allocated
AVD,Allocated
AVE,Allocated
AVF,Allocated
AVG,Allocated
AVH,Allocated
AVI,Allocated
AVJ,Reserved
AVK,Allocated
AVL,Allocated
AVM,Reserved
AVN,Allocated
AVO,Reserved
AVP,Allocated
AVQ,Allocated
AVR,Reserved
AVS,Allocated
AVT,Reserved
AVU,Allocated
AVV,Reserved
AVW,Allocated
AVX,Reserved
AVY,Allocated
AVZ,Allocated
AWA,Reserved
AWB,Allocated
AWC,Reserved
AWD,Allocated
AWE,Allocated
AWF,Allocated
AWG,Reserved
AWH,Allocated
AWI,Allocated
AWJ,Allocated
AWK,Reserved
AWL,Allocated
AWM,Reserved
AWN,Allocated
AWO,Allocated
AWP,Allocated
AWQ,Reserved
AWR,Allocated
AWS,Allocated
AWT,Reserved
AWU,Allocated
AWV,Allocated
AWW,Allocated
AWX,Allocated
AWY,Allocated
AWZ,Reserved
AXA,Allocated
AXB,Allocated
AXC,Allocated
AXD,Reserved
AXE,Allocated
AXF,Allocated
AXG,Allocated
AXH,Allocated
AXI,Reserved
AXJ,Allocated
AXK,Allocated
AXL,Allocated
AXM,Allocated
AXN,Allocated
AXO,Allocated
AXP,Allocated
AXQ,Allocated
AXR,Allocated
AXS,Reserved
AXT,Reserved
AXU,Reserved
AXV,Allocated
AXW,Allocated
AXX,Allocated
AXY,Allocated
AXZ,Allocated
AYA,Allocated
AYB,Allocated
AYC,Allocated
AYD,Allocated
AYE,Allocated
AYF,Allocated
AYG,Allocated
AYH,Reserved
AYI,Allocated
AYJ,Allocated
AYK,Reserved
AYL,Reserved
AYM,Reserved
AYN,Reserved
AYO,Allocated
AYP,Allocated
AYQ,Reserved
AYR,Allocated
AYS,Allocated
AYT,Reserved
AYU,Allocated
AYV,Allocated
AYW,Allocated
AYX,Allocated
AYY,Allocated
AYZ,Reserved
AZA,Allocated
AZB,Allocated
AZC,Allocated
AZD,Reserved
AZE,Allocated
AZF,Reserved
AZG,Allocated
AZH,Allocated
AZI,Allocated
AZJ,Allocated
AZK,Allocated
AZL,Reserved
AZM,Allocated
AZN,Allocated
AZO,Allocated
AZP,Allocated
AZQ,Allocated
AZR,Allocated
AZS,Allocated
AZT,Allocated
AZU,Reserved
AZV,Allocated
AZW,Allocated
AZX,Reserved
AZY,Allocated
AZZ,Allocated
BAA,Allocated
BAB,Reserved
BAC,Allocated
BAD,Reserved
BAE,Allocated
BAF,Reserved
BAG,Allocated
BAH,Allocated
BAI,Allocated
BAJ,Allocated
BAK,Allocated
BAL,Allocated
BAM,Allocated
BAN,Allocated
BAO,Allocated
BAP,Allocated
BAQ,Reserved
BAR,Allocated
BAS,Allocated
BAT,Allocated
BAU,Allocated
BAV,Allocated
BAW,Allocated
BAX,Reserved
BAY,Allocated
BAZ,Allocated
BBA,Allocated
BBB,Allocated
BBC,Reserved
BBD,Reserved
BBE,Allocated
BBF,Allocated
BBG,Reserved
BBH,Allocated
BBI,Reserved
BBJ,Allocated
BBK,Allocated
BBL,Allocated
BBM,Allocated
BBN,Reserved
BBO,Allocated
BBP,Allocated
BBQ,Allocated
BBR,Reserved
BBS,Reserved
BBT,Allocated
BBU,Allocated
BBV,Allocated
BBW,Allocated
BBX,Allocated
BBY,Allocated
BBZ,Allocated
BCA,Reserved
BCB,Reserved
BCC,Allocated
BCD,Allocated
BCE,Allocated
BCF,Allocated
BCG,Allocated
BCH,Allocated
BCI,Allocated
BCJ,Allocated
BCK,Allocated
BCL,Allocated
BCM,Reserved
BCN,Allocated
BCO,Reserved
BCP,Reserved
BCQ,Allocated
BCR,Allocated
BCS,Reserved
BCT,Allocated
BCU,Reserved
BCV,Allocated
BCW,Allocated
BCX,Reserved
BCY,Allocated
BCZ,Allocated
BDA,Allocated
BDB,Allocated
BDC,Reserved
BDD,Allocated
BDE,Allocated
BDF,Allocated
BDG,Reserved
BDH,Allocated
BDI,Reserved
BDJ,Allocated
BDK,Reserved
BDL,Allocated
BDM,Reserved
BDN,Reserved
BDO,Reserved
BDP,Allocated
BDQ,Allocated
BDR,Reserved
BDS,Allocated
BDT,Reserved
BDU,Allocated
BDV,Reserved
BDW,Allocated
BDX,Allocated
BDY,Reserved
BDZ,Allocated
BEA,Allocated
BEB,Reserved
BEC,Allocated
BED,Allocated
BEE,Allocated
BEF,Reserved
BEG,Allocated
BEH,Allocated
BEI,Reserved
BEJ,Allocated
BEK,Allocated
BEL,Allocated
BEM,Allocated
BEN,Reserved
BEO,Allocated
BEP,Reserved
BEQ,Allocated
BER,Allocated
BES,Allocated
BET,Allocated
BEU,Reserved
BEV,Allocated
BEW,Allocated
BEX,Allocated
BEY,Allocated
BEZ,Reserved
BFA,Allocated
BFB,Allocated
BFC,Reserved
BFD,Reserved
BFE,Allocated
BFF,Allocated
BFG,Reserved
BFH,Reserved
BFI,Reserved
BFJ,Reserved
BFK,Reserved
BFL,Reserved
BFM,Allocated
BFN,Allocated
BFO,Allocated
BFP,Reserved
BFQ,Reserved
BFR,Reserved
BFS,Reserved
BFT,Allocated
BFU,Allocated
BFV,Allocated
BFW,Reserved
BFX,Reserved
BFY,Allocated
BFZ,Reserved
BGA,Allocated
BGB,Reserved
BGC,Allocated
BGD,Allocated
BGE,Allocated
BGF,Reserved
BGG,Reserved
BGH,Reserved
BGI,Reserved
BGJ,Reserved
BGK,Reserved
BGL,Allocated
BGM,Allocated
BGN,Reserved
BGO,Allocated
BGP,Allocated
BGQ,Reserved
BGR,Allocated
BGS,Allocated
BGT,Allocated
BGU,Allocated
BGV,Allocated
BGW,Allocated
BGX,Reserved
BGY,Reserved
BGZ,Reserved
BHA,Allocated
BHB,Allocated
BHC,Reserved
BHD,Reserved
BHE,Allocated
BHF,Reserved
BHG,Allocated
BHH,Allocated
BHI,Reserved
BHJ,Allocated
BHK,Allocated
BHL,Allocated
BHM,Allocated
BHN,Allocated
BHO,Allocated
BHP,Allocated
BHQ,Allocated
BHR,Allocated
BHS,Reserved
BHT,Reserved
BHU,Allocated
BHV,Allocated
BHW,Allocated
BHX,Allocated
BHY,Allocated
BHZ,Reserved
BIA,Reserved
BIB,Reserved
BIC,Allocated
BID,Reserved
BIE,Reserved
BIF,Reserved
BIG,Not Allowed
BIH,Allocated
BII,Allocated
BIJ,Allocated
BIK,Reserved
BIL,Reserved
BIM,Allocated
BIN,Reserved
BIO,Reserved
BIP,Reserved
BIQ,Reserved
BIR,Allocated
BIS,Reserved
BIT,Not Allowed
BIU,Allocated
BIV,Reserved
BIW,Allocated
BIX,Allocated
BIY,Reserved
BIZ,Allocated
BJA,Allocated
BJB,Reserved
BJC,Reserved
BJD,Allocated
BJE,Allocated
BJF,Reserved
BJG,Reserved
BJH,Allocated
BJI,Reserved
BJJ,Allocated
BJK,Allocated
BJL,Allocated
BJM,Allocated
BJN,Allocated
BJO,Allocated
BJP,Allocated
BJQ,Reserved
BJR,Allocated
BJS,Allocated
BJT,Allocated
BJU,Allocated
BJV,Reserved
BJW,Allocated
BJX,Allocated
BJY,Allocated
BJZ,Reserved
BKA,Allocated
BKB,Allocated
BKC,Reserved
BKD,Allocated
BKE,Reserved
BKF,Allocated
BKG,Allocated
BKH,Reserved
BKI,Reserved
BKJ,Allocated
BKK,Allocated
BKL,Allocated
BKM,Reserved
BKN,Allocated
BKO,Reserved
BKP,Reserved
BKQ,Allocated
BKR,Allocated
BKS,Allocated
BKT,Reserved
BKU,Reserved
BKV,Allocated
BKW,Allocated
BKX,Allocated
BKY,Reserved
BKZ,Allocated
BLA,Reserved
BLB,Allocated
BLC,Reserved
BLD,Reserved
BLE,Allocated
BLF,Allocated
BLG,Reserved
BLH,Allocated
BLI,Allocated
BLJ,Reserved
BLK,Allocated
BLL,Reserved
BLM,Allocated
BLN,Allocated
BLO,Allocated
BLP,Allocated
BLQ,Allocated
BLR,Allocated
BLS,Allocated
BLT,Allocated
BLU,Allocated
BLV,Allocated
BLW,Reserved
BLX,Reserved
BLY,Allocated
BLZ,Allocated
BMA,Allocated
BMB,Allocated
BMC,Reserved
BMD,Allocated
BME,Allocated
BMF,Allocated
BMG,Allocated
BMH,Allocated
BMI,Reserved
BMJ,Allocated
BMK,Allocated
BML,Allocated
BMM,Allocated
BMN,Allocated
BMO,Allocated
BMP,Reserved
BMQ,Reserved
BMR,Allocated
BMS,Reserved
BMT,Allocated
BMU,Allocated
BMV,Reserved
BMW,Allocated
BMX,Allocated
BMY,Allocated
BMZ,Allocated
BNA,Allocated
BNB,Allocated
BNC,Allocated
BND,Allocated
BNE,Allocated
BNF,Allocated
BNG,Reserved
BNH,Allocated
BNI,Reserved
BNJ,Allocated
BNK,Allocated
BNL,Reserved
BNM,Reserved
BNN,Reserved
BNO,Allocated
BNP,Allocated
BNQ,Reserved
BNR,Allocated
BNS,Allocated
BNT,Reserved
BNU,Reserved
BNV,Reserved
BNW,Reserved
BNX,Reserved
BNY,Allocated
BNZ,Allocated
BOA,Reserved
BOB,Allocated
BOC,Allocated
BOD,Reserved
BOE,Reserved
BOF,Reserved
BOG,Not Allowed
BOH,Allocated
BOI,Allocated
BOJ,Allocated
BOK,Allocated
BOL,Not Allowed
BOM,Not Allowed
BON,Reserved
BOO,Reserved
BOP,Allocated
BOQ,Allocated
BOR,Reserved
BOS,Reserved
BOT,Allocated
BOU,Allocated
BOV,Allocated
BOW,Reserved
BOX,Allocated
BOY,Reserved
BOZ,Allocated
BPA,Reserved
BPB,Allocated
BPC,Allocated
BPD,Reserved
BPE,Reserved
BPF,Allocated
BPG,Reserved
BPH,Allocated
BPI,Allocated
BPJ,Allocated
BPK,Allocated
BPL,Allocated
BPM,Allocated
BPN,Allocated
BPO,Allocated
BPP,Allocated
BPQ,Allocated
BPR,Reserved
BPS,Allocated
BPT,Allocated
BPU,Allocated
BPV,Allocated
BPW,Allocated
BPX,Allocated
BPY,Allocated
BPZ,Reserved
BQA,Allocated
BQB,Allocated
BQC,Allocated
BQD,Allocated
BQE,Allocated
BQF,Allocated
BQG,Reserved
BQH,Allocated
BQI,Allocated
BQJ,Allocated
BQK,Reserved
BQL,Allocated
BQM,Reserved
BQN,Reserved
BQO,Allocated
BQP,Allocated
BQQ,Reserved
BQR,Reserved
BQS,Reserved
BQT,Allocated
BQU,Allocated
BQV,Allocated
BQW,Allocated
BQX,Reserved
BQY,Reserved
BQZ,Allocated
BRA,Allocated
BRB,Allocated
BRC,Allocated
BRD,Reserved
BRE,Allocated
BRF,Reserved
BRG,Allocated
BRH,Allocated
BRI,Allocated
BRJ,Reserved
BRK,Allocated
BRL,Allocated
BRM,Allocated
BRN,Reserved
BRO,Allocated
BRP,Allocated
BRQ,Reserved
BRR,Reserved
BRS,Reserved
BRT,Allocated
BRU,Allocated
BRV,Allocated
BRW,Reserved
BRX,Reserved
BRY,Reserved
BRZ,Reserved
BSA,Allocated
BSB,Allocated
BSC,Allocated
BSD,Allocated
BSE,Reserved
BSF,Allocated
BSG,Reserved
BSH,Allocated
BSI,Allocated
BSJ,Allocated
BSK,Reserved
BSL,Allocated
BSM,Allocated
BSN,Reserved
BSO,Reserved
BSP,Allocated
BSQ,Allocated
BSR,Allocated
BSS,Reserved
BST,Reserved
BSU,Allocated
BSV,Allocated
BSW,Allocated
BSX,Allocated
BSY,Reserved
BSZ,Allocated
BTA,Reserved
BTB,Reserved
BTC,Reserved
BTD,Allocated
BTE,Reserved
BTF,Reserved
BTG,Allocated
BTH,Reserved
BTI,Allocated
BTJ,Reserved
BTK,Allocated
BTL,Allocated
BTM,Allocated
BTN,Allocated
BTO,Allocated
BTP,Allocated
BTQ,Allocated
BTR,Allocated
BTS,Reserved
BTT,Reserved
BTU,Allocated
BTV,Reserved
BTW,Reserved
BTX,Allocated
BTY,Allocated
BTZ,Allocated
BUA,Allocated
BUB,Reserved
BUC,Reserved
BUD,Allocated
BUE,Allocated
BUF,Allocated
BUG,Allocated
BUH,Allocated
BUI,Allocated
BUJ,Allocated
BUK,Reserved
BUL,Allocated
BUM,Not Allowed
BUN,Reserved
BUO,Allocated
BUP,Reserved
BUQ,Allocated
BUR,Allocated
BUS,Reserved
BUT,Allocated
BUU,Allocated
BUV,Allocated
BUW,Reserved
BUX,Allocated
BUY,Allocated
BUZ,Reserved
BVA,Reserved
BVB,Reserved
BVC,Reserved
BVD,Allocated
BVE,Reserved
BVF,Allocated
BVG,Allocated
BVH,Reserved
BVI,Allocated
BVJ,Reserved
BVK,Reserved
BVL,Allocated
BVM,Allocated
BVN,Allocated
BVO,Allocated
BVP,Reserved
BVQ,Allocated
BVR,Reserved
BVS,Reserved
BVT,Allocated
BVU,Allocated
BVV,Allocated
BVW,Allocated
BVX,Allocated
BVY,Allocated
BVZ,Allocated
BWA,Reserved
BWB,Allocated
BWC,Allocated
BWD,Reserved
BWE,Reserved
BWF,Allocated
BWG,Reserved
BWH,Allocated
BWI,Allocated
BWJ,Reserved
BWK,Reserved
BWL,Allocated
BWM,Allocated
BWN,Allocated
BWO,Allocated
BWP,Allocated
BWQ,Allocated
BWR,Allocated
BWS,Allocated
BWT,Reserved
BWU,Allocated
BWV,Allocated
BWW,Allocated
BWX,Reserved
BWY,Allocated
BWZ,Reserved
BXA,Allocated
BXB,Allocated
BXC,Allocated
BXD,Allocated
BXE,Reserved
BXF,Allocated
BXG,Allocated
BXH,Allocated
BXI,Reserved
BXJ,Allocated
BXK,Reserved
BXL,Reserved
BXM,Allocated
BXN,Reserved
BXO,Reserved
BXP,Reserved
BXQ,Allocated
BXR,Allocated
BXS,Reserved
BXT,Allocated
BXU,Allocated
BXV,Reserved
BXW,Allocated
BXX,Reserved
BXY,Reserved
BXZ,Reserved
BYA,Reserved
BYB,Allocated
BYC,Reserved
BYD,Reserved
BYE,Reserved
BYF,Reserved
BYG,Reserved
BYH,Allocated
BYI,Allocated
BYJ,Allocated
BYK,Reserved
BYL,Reserved
BYM,Allocated
BYN,Reserved
BYO,Reserved
BYP,Reserved
BYQ,Allocated
BYR,Allocated
BYS,Allocated
BYT,Allocated
BYU,Allocated
BYV,Allocated
BYW,Allocated
BYX,Reserved
BYY,Allocated
BYZ,Allocated
BZA,Allocated
BZB,Allocated
BZC,Allocated
BZD,Reserved
BZE,Allocated
BZF,Reserved
BZG,Allocated
BZH,Allocated
BZI,Allocated
BZJ,Reserved
BZK,Allocated
BZL,Reserved
BZM,Reserved
BZN,Allocated
BZO,Allocated
BZP,Reserved
BZQ,Allocated
BZR,Allocated
BZS,Allocated
BZT,Allocated
BZU,Allocated
BZV,Allocated
BZW,Allocated
BZX,Allocated
BZY,Allocated
BZZ,Allocated
CAA,Allocated
CAB,Allocated
CAC,Allocated
CAD,Allocated
CAE,Allocated
CAF,Reserved
CAG,Allocated
CAH,Allocated
CAI,Reserved
CAJ,Allocated
CAK,Reserved
CAL,Allocated
CAM,Allocated
CAN,Allocated
CAO,Reserved
CAP,Allocated
CAQ,Reserved
CAR,Allocated
CAS,Allocated
CAT,Reserved
CAU,Reserved
CAV,Allocated
CAW,Reserved
CAX,Allocated
CAY,Reserved
CAZ,Allocated
CBA,Allocated
CBB,Reserved
CBC,Allocated
CBD,Allocated
CBE,Allocated
CBF,Allocated
CBG,Allocated
CBH,Allocated
CBI,Allocated
CBJ,Allocated
CBK,Allocated
CBL,Allocated
CBM,Allocated
CBN,Allocated
CBO,Reserved
CBP,Allocated
CBQ,Allocated
CBR,Reserved
CBS,Reserved
CBT,Allocated
CBU,Allocated
CBV,Allocated
CBW,Reserved
CBX,Allocated
CBY,Reserved
CBZ,Reserved
CCA,Allocated
CCB,Reserved
CCC,Allocated
CCD,Allocated
CCE,Allocated
CCF,Allocated
CCG,Available
CCH,Reserved
CCI,Reserved
CCJ,Reserved
CCK,Allocated
CCL,Allocated
CCM,Reserved
CCN,Allocated
CCO,Allocated
CCP,Reserved
CCQ,Allocated
CCR,Reserved
CCS,Allocated
CCT,Reserved
CCU,Allocated
CCV,Allocated
CCW,Allocated
CCX,Reserved
CCY,Reserved
CCZ,Allocated
CDA,Reserved
CDB,Allocated
CDC,Reserved
CDD,Allocated
CDE,Reserved
CDF,Allocated
CDG,Allocated
CDH,Reserved
CDI,Allocated
CDJ,Allocated
CDK,Allocated
CDL,Allocated
CDM,Reserved
CDN,Allocated
CDO,Allocated
CDP,Allocated
CDQ,Allocated
CDR,Reserved
CDS,Allocated
CDT,Reserved
CDU,Allocated
CDV,Reserved
CDW,Allocated
CDX,Reserved
CDY,Allocated
CDZ,Allocated
CEA,Reserved
CEB,Allocated
CEC,Allocated
CED,Reserved
CEE,Allocated
CEF,Allocated
CEG,Allocated
CEH,Reserved
CEI,Reserved
CEJ,Reserved
CEK,Reserved
CEL,Allocated
CEM,Allocated
CEN,Allocated
CEO,Allocated
CEP,Allocated
CEQ,Allocated
CER,Allocated
CES,Allocated
CET,Allocated
CEU,Allocated
CEV,Allocated
CEW,Allocated
CEX,Allocated
CEY,Reserved
CEZ,Allocated
CFA,Reserved
CFB,Allocated
CFC,Reserved
CFD,Allocated
CFE,Allocated
CFF,Allocated
CFG,Reserved
CFH,Allocated
CFI,Allocated
CFJ,Reserved
CFK,Reserved
CFL,Reserved
CFM,Not Allowed
CFN,Allocated
CFO,Allocated
CFP,Reserved
CFQ,Allocated
CFR,Allocated
CFS,Reserved
CFT,Allocated
CFU,Allocated
CFV,Allocated
CFW,Allocated
CFX,Allocated
CFY,Reserved
CFZ,Allocated
CGA,Allocated
CGB,Allocated
CGC,Allocated
CGD,Allocated
CGE,Allocated
CGF,Allocated
CGG,Reserved
CGH,Reserved
CGI,Allocated
CGJ,Reserved
CGK,Reserved
CGL,Allocated
CGM,Allocated
CGN,Reserved
CGO,Allocated
CGP,Allocated
CGQ,Allocated
CGR,Allocated
CGS,Allocated
CGT,Allocated
CGU,Reserved
CGV,Allocated
CGW,Allocated
CGX,Reserved
CGY,Reserved
CGZ,Allocated
CHA,Reserved
CHB,Reserved
CHC,Reserved
CHD,Allocated
